output_name,description,source_xlsx
kb_caps_lock,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f1,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f2,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f3,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f4,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f5,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f6,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f7,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f8,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f9,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f10,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f11,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f12,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_printscreen,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_roll_lock,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_pause,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_insert,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_home,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_page_up,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_delete,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_end,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_page_down,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_right_arrow,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_left_arrow,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_down_arrow,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_up_arrow,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_num_lock,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_slash,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_asterisk,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_minus,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_plus,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_enter,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_1,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_2,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_3,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_4,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_5,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_6,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_7,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_8,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_9,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_0,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_dot,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_non_us_backslash_and_pipe,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_power,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_equal_sign,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f13,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f14,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f15,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f16,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f17,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f18,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f19,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f20,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f21,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f22,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f23,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_f24,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_execute,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_help,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_manu,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_select,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_stop,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_again,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_undo,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_cut,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_copy,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_paste,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_find,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_mute,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_volume_up,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_volume_down,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_locking_caps_lock,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_locking_num_lock,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_lockingroll_lock,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_comma,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_equal_sign,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_international1,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_international2,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_international3,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_international4,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_international5,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_international6,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_international7,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_international8,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_international9,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_lang1,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_lang2,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_lang3,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_lang4,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_lang5,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_lang6,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_lang7,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_lang8,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_lang9,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_alternate_erase,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_sisreq,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_cancel,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_clear,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_prior,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_return,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_separator,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_out,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_oper,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_clear_and_again,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_crsel_andprops,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_exsel,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_00,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_000,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_thousands_separator,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_decimal_separator,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_currency_unit,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_currency_sub_unit,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_opening_parenthesis,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_closing_parenthesis,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_opening_brace,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_closing_brace,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_tab,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_backspace,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_a,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_b,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_c,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_d,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_e,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_f,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_xor,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_caret,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_percentage,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_less_than_sign,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_greater_than_sign,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_amp,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_amp_amp,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_pipe,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_pipe_pipe,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_colon,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_hashmark,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_space,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_at,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_exclamation_sign,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_memory_store,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_memory_recall,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_memory_clear,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_memory_add,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_memory_subtract,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_memory_multiply,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_memory_divide,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_plus_and_minus,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_clear,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_clear_entry,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_binary,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_octal,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_decimal,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_keypad_hexadecimal,Keyboard send key,Bluetooth GamePad Default.xlsx
kb_left_control,Keyboard modify key,Bluetooth GamePad Default.xlsx
kb_left_shift,Keyboard modify key,Bluetooth GamePad Default.xlsx
kb_left_alt,Keyboard modify key,Bluetooth GamePad Default.xlsx
kb_left_gui,Keyboard modify key (Windows Key),Bluetooth GamePad Default.xlsx
kb_right_control,Keyboard modify key,Bluetooth GamePad Default.xlsx
kb_right_shift,Keyboard modify key,Bluetooth GamePad Default.xlsx
kb_right_alt,Keyboard modify key,Bluetooth GamePad Default.xlsx
kb_right_gui,Keyboard modify key (Windows Key),Bluetooth GamePad Default.xlsx
none,,Bluetooth GamePad Default.xlsx
dpad_N,PS3 D-Pad Button North,Matt Victor CODMW.xlsx
dpad_NE,PS3 D-Pad Buttons North and East,Matt Victor CODMW.xlsx
dpad_E,PS3 D-Pad Button East,Matt Victor CODMW.xlsx
dpad_SE,PS3 D-Pad Buttons South and East,Matt Victor CODMW.xlsx
dpad_S,PS3 D-Pad Button South,Matt Victor CODMW.xlsx
dpad_SW,PS3 D-Pad Buttons South and West,Matt Victor CODMW.xlsx
dpad_W,PS3 D-Pad Button West,Matt Victor CODMW.xlsx
dpad_NW,PS3 D-Pad Buttons North and West,Matt Victor CODMW.xlsx
left_joy_left,PS3 Left Joystick Left side,Matt Victor CODMW.xlsx
left_joy_right,PS3 Left Joystick Right side,Matt Victor CODMW.xlsx
left_joy_up,PS3 Left Joystick Up,Matt Victor CODMW.xlsx
left_joy_down,PS3 Left Joystick Down,Matt Victor CODMW.xlsx
right_joy_left,PS3 Right Joystick Left side,Matt Victor CODMW.xlsx
right_joy_right,PS3 Right Joystick Right side,Matt Victor CODMW.xlsx
right_joy_up,PS3 Right Joystick Up,Matt Victor CODMW.xlsx
right_joy_down,PS3 Right Joystick Down,Matt Victor CODMW.xlsx
left_1,PS3 Left Button 1,Matt Victor CODMW.xlsx
left_2,PS3 Left Button 2 (trigger),Matt Victor CODMW.xlsx
left_3,PS3 Left Button 3 (Press joystick),Matt Victor CODMW.xlsx
right_1,PS3 Right Button 1,Matt Victor CODMW.xlsx
right_2,PS3 Right Button 2 (trigger),Matt Victor CODMW.xlsx
right_3,PS3 Right Button 3 (Press joystick),Matt Victor CODMW.xlsx
x,PS3 Button X,Matt Victor CODMW.xlsx
square,PS3 Button Square,Matt Victor CODMW.xlsx
triangle,PS3 Button Triangle,Matt Victor CODMW.xlsx
circle,PS3 Button Circle,Matt Victor CODMW.xlsx
ps3,PS3 Home,Matt Victor CODMW.xlsx
select,PS3 Select,Matt Victor CODMW.xlsx
start,PS3 Start,Matt Victor CODMW.xlsx
acceleration_x_right,PS3 motion sensor to right,Matt Victor CODMW.xlsx
acceleration_x_left,PS3 motion sensor to left,Matt Victor CODMW.xlsx
acceleration_y_fore,PS3 motion sensor away from player,Matt Victor CODMW.xlsx
acceleration_y_aft,PS3 motion sensor towards player,Matt Victor CODMW.xlsx
acceleration_z_up,PS3 motion sensor up,Matt Victor CODMW.xlsx
acceleration_z_down,PS3 motion sensor down,Matt Victor CODMW.xlsx
gyroscope_cw,PS3 gyroscope clockwise,Matt Victor CODMW.xlsx
gyroscope_ccw,PS3 gyroscope counter clockwise,Matt Victor CODMW.xlsx
mouse_left,Mouse Left movement,Matt Victor CODMW.xlsx
mouse_right,Mouse Right movement,Matt Victor CODMW.xlsx
mouse_up,Mouse Up movement,Matt Victor CODMW.xlsx
mouse_down,Mouse Down movement,Matt Victor CODMW.xlsx
mouse_wheel_up,Mouse Wheel Up rotation,Matt Victor CODMW.xlsx
mouse_wheel_down,Mouse Wheel Down rotation,Matt Victor CODMW.xlsx
mouse_pan_left,Mouse Pan Left tilt,Matt Victor CODMW.xlsx
mouse_pan_right,Mouse Pan Right tilt,Matt Victor CODMW.xlsx
mouse_back,Mouse Button Back,Matt Victor CODMW.xlsx
mouse_forward,Mouse Button Forward,Matt Victor CODMW.xlsx
mouse_left_button,Mouse Button Left,Matt Victor CODMW.xlsx
mouse_right_button,Mouse Button Right,Matt Victor CODMW.xlsx
mouse_middle_button,Mouse Button Middle,Matt Victor CODMW.xlsx
digital_out1_on,Digital Out 1 turn on,Matt Victor CODMW.xlsx
digital_out1_off,Digital Out 1 turn off,Matt Victor CODMW.xlsx
digital_out1_toggle,Digital Out 1 toggle state,Matt Victor CODMW.xlsx
digital_out2_on,Digital Out 2 turn on,Matt Victor CODMW.xlsx
digital_out2_off,Digital Out 2 turn off,Matt Victor CODMW.xlsx
digital_out2_toggle,Digital Out 2 toggle state,Matt Victor CODMW.xlsx
brightness_up,LEDs Brighter,Matt Victor CODMW.xlsx
brightness_down,LEDs Dimmer,Matt Victor CODMW.xlsx
volume_up,Speaker increase volume,Matt Victor CODMW.xlsx
volume_down,Speaker decrease volume,Matt Victor CODMW.xlsx
increment_mode,Change to next profile,Matt Victor CODMW.xlsx
decrement_mode,Change to previous profile,Matt Victor CODMW.xlsx
ir_tv_channel_up,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_tv_channel_down,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_tv_volume_up,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_tv_volume_down,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_tv_on_off,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_tv_select_input,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_play,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_stop,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_fast_forward,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_rewind,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_skip_forward,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_skip_back,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_record,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_pause,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_mute,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_guide,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_menu,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_cancel,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_select,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_up,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_down,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_left,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_right,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_aux1,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_aux2,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_aux3,Xmit IR code from command table,Matt Victor CODMW.xlsx
ir_aux4,Xmit IR code from command table,Matt Victor CODMW.xlsx
kb_a,Keyboard send key,Matt Victor CODMW.xlsx
kb_b,Keyboard send key,Matt Victor CODMW.xlsx
kb_c,Keyboard send key,Matt Victor CODMW.xlsx
kb_d,Keyboard send key,Matt Victor CODMW.xlsx
kb_e,Keyboard send key,Matt Victor CODMW.xlsx
kb_f,Keyboard send key,Matt Victor CODMW.xlsx
kb_g,Keyboard send key,Matt Victor CODMW.xlsx
kb_h,Keyboard send key,Matt Victor CODMW.xlsx
kb_i,Keyboard send key,Matt Victor CODMW.xlsx
kb_j,Keyboard send key,Matt Victor CODMW.xlsx
kb_k,Keyboard send key,Matt Victor CODMW.xlsx
kb_l,Keyboard send key,Matt Victor CODMW.xlsx
kb_m,Keyboard send key,Matt Victor CODMW.xlsx
kb_n,Keyboard send key,Matt Victor CODMW.xlsx
kb_o,Keyboard send key,Matt Victor CODMW.xlsx
kb_p,Keyboard send key,Matt Victor CODMW.xlsx
kb_q,Keyboard send key,Matt Victor CODMW.xlsx
kb_r,Keyboard send key,Matt Victor CODMW.xlsx
kb_s,Keyboard send key,Matt Victor CODMW.xlsx
kb_t,Keyboard send key,Matt Victor CODMW.xlsx
kb_u,Keyboard send key,Matt Victor CODMW.xlsx
kb_v,Keyboard send key,Matt Victor CODMW.xlsx
kb_w,Keyboard send key,Matt Victor CODMW.xlsx
kb_x,Keyboard send key,Matt Victor CODMW.xlsx
kb_y,Keyboard send key,Matt Victor CODMW.xlsx
kb_z,Keyboard send key,Matt Victor CODMW.xlsx
kb_1,Keyboard send key,Matt Victor CODMW.xlsx
kb_2,Keyboard send key,Matt Victor CODMW.xlsx
kb_3,Keyboard send key,Matt Victor CODMW.xlsx
kb_4,Keyboard send key,Matt Victor CODMW.xlsx
kb_5,Keyboard send key,Matt Victor CODMW.xlsx
kb_6,Keyboard send key,Matt Victor CODMW.xlsx
